"word","in documents","total"
"braun_intervju",1.0,1.0
"bra?a",1.0,1.0
"bra?a_vekovima",1.0,1.0
"bra?u",1.0,1.0
"bra?u_ruse",1.0,1.0
"brdar",1.0,34.0
"brdar_balkan",1.0,3.0
"brdar_geopolitika",1.0,3.0
"brdar_intervju",1.0,6.0
"brdar_milan",1.0,7.0
"brdar_najnovije",1.0,3.0
"brdar_niko",1.0,1.0
"brdar_o",1.0,3.0
"brdar_sa",1.0,3.0
"brdar_sociolog",1.0,3.0
"brdar_srbija",1.0,1.0
"brdar_vu?i?",1.0,1.0
"brkic",1.0,21.0
"brkic_intervju",1.0,6.0
"brkic_misa",1.0,3.0
"brkic_tabloid",1.0,6.0
"brkic_vucic",1.0,3.0
"brkic_???????",1.0,3.0
"brki?",1.0,12.0
"brki?_aleksandru",1.0,1.0
"brki?_misa",1.0,3.0
"brki?_miša",1.0,3.0
"brki?_uhapsi?emo",1.0,1.0
"brki?_vu?i?",1.0,1.0
"brki?_???????",1.0,3.0
"brnabic",1.0,2.0
"brnabic_srecko",1.0,2.0
"broja",1.0,1.0
"broja_stanovnika",1.0,1.0
"broz",1.0,18.0
"broz_do",1.0,1.0
"broz_intervju",1.0,1.0
"broz_josip",1.0,3.0
"broz_jovanka",1.0,1.0
"broz_moja",1.0,1.0
"broz_tajne",1.0,1.0
"broz_tito",1.0,7.0
"broz_toma",1.0,1.0
"broz_?????",1.0,1.0
"broz_?????",1.0,1.0
"brutal",1.0,2.0
"brutal_vera",1.0,1.0
"brutal_vukašin",1.0,1.0
"brže",1.0,1.0
"brže_srljamo",1.0,1.0
"buba",1.0,1.0
"buba_u",1.0,1.0
"budale",1.0,1.0
"budale_balkan",1.0,1.0
"bude",1.0,9.0
"bude_država",1.0,1.0
"bude_kao",1.0,1.0
"bude_mo?na",1.0,1.0
"bude_obavezna",1.0,1.0
"bude_otadžbina",1.0,1.0
"bude_stvorena",1.0,2.0
"bude_svestan",1.0,1.0
"bude_uhapšen",1.0,1.0
"budem",1.0,2.0
"budem_deo",1.0,1.0
"budem_sam",1.0,1.0
"budemo",1.0,1.0
"budemo_gubitnici",1.0,1.0
"budu",1.0,1.0
"budu_nacionalisti",1.0,1.0
"budu?e",1.0,1.0
"budu?e_generacije",1.0,1.0
"budu?im",1.0,1.0
"budu?im_pokolenjima",1.0,1.0
"budu?nost",1.0,2.0
"budu?nost_i",1.0,1.0
"budu?nost_kosovo",1.0,1.0
"budu?nosti",1.0,4.0
"budu?nosti_balkan",1.0,3.0
"budu?nosti_nam",1.0,1.0
"bulat",1.0,19.0
"bulat_biseri",1.0,2.0
"bulat_cirilica",1.0,2.0
"bulat_dosije",1.0,2.0
"bulat_intervju",1.0,3.0
"bulat_kralj",1.0,2.0
"bulat_pravoslavlje",1.0,2.0
"bulat_star",1.0,2.0
"bulat_verujem",1.0,1.0
"bulat_vladari",1.0,3.0
"bulatiovic",1.0,1.0
"bulatiovic_?????",1.0,1.0
"bulatovic",1.0,1.0
"bulatovic_momir",1.0,1.0
"bulatovi?",1.0,2.0
"bulatovi?_istorija",1.0,1.0
"bulatovi?_momir",1.0,1.0
"bulic",1.0,9.0
"bulic_biseri",1.0,1.0
"bulic_crni",1.0,1.0
"bulic_den",1.0,1.0
"bulic_intervju",1.0,1.0
"bulic_legionar",1.0,2.0
"bulic_najnovije",1.0,1.0
"bulic_vanja",1.0,2.0
"buli?",1.0,3.0
"buli?_crni",1.0,2.0
"buli?_????",1.0,1.0
"buljugic",1.0,12.0
"buljugic_amerikanci",1.0,2.0
"buljugic_geopolitika",1.0,2.0
"buljugic_intervju",1.0,2.0
"buljugic_najnovije",1.0,2.0
"buljugic_zoran",1.0,4.0
"buljugi?",1.0,4.0
"buljugi?_amerikanci",1.0,1.0
"buljugi?_srbijom",1.0,1.0
"buljugi?_?????",1.0,2.0
"buntovnik",1.0,1.0
"buntovnik_ali",1.0,1.0
"burovic",1.0,9.0
"burovic_albanci",1.0,1.0
"burovic_albanija",1.0,1.0
"burovic_enver",1.0,1.0
"burovic_istina",1.0,1.0
"burovic_kaplan",1.0,2.0
"burovic_kosovo",1.0,1.0
"burovic_najnovije",1.0,1.0
"burovic_tito",1.0,1.0
"burovi?",1.0,2.0
"burovi?_albanolog",1.0,1.0
"burovi?_mnogi",1.0,1.0
"bu?kuriš",1.0,1.0
"bu?kuriš_balkan",1.0,1.0
"bu?enja",1.0,1.0
"bu?enja_jer",1.0,1.0
"cacak",1.0,4.0
"cacak_velja",1.0,4.0
"canak",1.0,1.0
"canak_?????",1.0,1.0
"cane",1.0,3.0
"cane_cane",1.0,1.0
"cane_partibrejkers",1.0,1.0
"cane_srbi",1.0,1.0
"carstvo",1.0,2.0
"carstvo_amerike",1.0,1.0
"carstvo_balkan",1.0,1.0
"casa",1.0,1.0
"casa_vode",1.0,1.0
"cavic",1.0,1.0
"cavic_republika",1.0,1.0
"cavoski",1.0,1.0
"cavoski_?????",1.0,1.0
"cc_on",1.0,2.0
"ce_izdati",1.0,1.0
"ce_izgubiti",1.0,1.0
"ce_nositi",1.0,2.0
"ce_osloboditi",1.0,1.0
"ce_ostati",1.0,4.0
"ce_otcepiti",1.0,1.0
"ce_podrzati",1.0,1.0
"ceca",1.0,3.0
"ceca_?????",1.0,1.0
"ceca_???????",1.0,2.0
"ceda",1.0,4.0
"ceda_antic",1.0,1.0
"ceda_jovanovic",1.0,3.0
"cedomir",1.0,5.0
"cedomir_antic",1.0,4.0
"cedomir_jovanovic",1.0,1.0
"ceka",1.0,3.0
"ceka_politicki",1.0,2.0
"ceka_zoran",1.0,1.0
"cekamo",1.0,2.0
"cekamo_vas",1.0,2.0
"cela",1.0,1.0
"cela_evropska",1.0,1.0
"cele",1.0,1.0
"cele_države",1.0,1.0
"celik",1.0,2.0
"celik_švarceneger",1.0,2.0
"celo",1.0,2.0
"celo_srpsko",1.0,1.0
"celo_?ove?anstvo",1.0,1.0
"celog",1.0,2.0
"celog_sveta",1.0,1.0
"celog_zapadnog",1.0,1.0
"celokupna",1.0,5.0
"celokupna_evropska",1.0,5.0
"celom",1.0,2.0
"celom_balkanu",1.0,1.0
"celom_društvu",1.0,1.0
"celovitost",1.0,1.0
"celovitost_republike",1.0,1.0
"celu",1.0,4.0
"celu_istoriju",1.0,2.0
"celu_srbiju",1.0,2.0
"centar",1.0,2.0
"centar_kriminala",1.0,1.0
"centar_satanizma",1.0,1.0
"centre",1.0,1.0
"centre_mo?i",1.0,1.0
"centru",1.0,1.0
"centru_sukoba",1.0,1.0
"cenu",1.0,2.0
"cenu_pakta",1.0,1.0
"cenu_platiti",1.0,1.0
"cenzura",1.0,3.0
"cenzura_medija",1.0,3.0
"ceo_narod",1.0,1.0
"ceo_sistem",1.0,1.0
"ceo_srpski",1.0,2.0
"cetnici",1.0,4.0
"cetnici_draza",1.0,3.0
"cetnici_novica",1.0,1.0
"cetnicima",1.0,4.0
"cetnicima_bojan",1.0,1.0
"cetnicima_istina",1.0,3.0
"cetnicki",1.0,3.0
"cetnicki_komandant",1.0,1.0
"cetnicki_pokret",1.0,2.0
"cevape",1.0,2.0
"cevape_opoziciji",1.0,1.0
"cevape_srdjan",1.0,1.0
"cevapi",1.0,1.0
"cevapi_vucic",1.0,1.0
"cg_državni",1.0,1.0
"cica",1.0,1.0
"cica_sreckovic",1.0,1.0
"cika",1.0,1.0
"cika_intervju",1.0,1.0
"cilj",1.0,13.0
"cilj_da",1.0,4.0
"cilj_je",1.0,1.0
"cilj_moje",1.0,6.0
"cilj_pravog",1.0,1.0
"cilj_vladara",1.0,1.0
"cirilica",1.0,16.0
"cirilica_dragan",1.0,8.0
"cirilica_marko",1.0,2.0
"cirilica_stevan",1.0,1.0
"cirilica_vojislav",1.0,3.0
"cirilica_zvonimir",1.0,2.0
"cirsd",1.0,1.0
"cirsd_intervju",1.0,1.0
"ciscenje",1.0,2.0
"ciscenje_srba",1.0,2.0
"cist",1.0,1.0
"cist_promasaj",1.0,1.0
"citulji",1.0,5.0
"citulji_hiljade",1.0,2.0
"citulji_kristijan",1.0,2.0
"citulji_????????",1.0,1.0
"civilima",1.0,1.0
"civilima_dokumentarne",1.0,1.0
"civilizacija",1.0,8.0
"civilizacija_ima",1.0,1.0
"civilizacija_je",1.0,1.0
"civilizacija_jovan",1.0,4.0
"civilizacija_poti?e",1.0,1.0
"civilizacija_u",1.0,1.0
"civilizacije",1.0,2.0
"civilizacije_balkan",1.0,2.0
"colak",1.0,5.0
"colak_intervju",1.0,1.0
"colak_jovanka",1.0,2.0
"colak_kirali",1.0,1.0
"colak_najnovije",1.0,1.0
"colic",1.0,1.0
"colic_moby",1.0,1.0
"copy",1.0,1.0
"copy_???",1.0,1.0
"corba",1.0,2.0
"corba_riblja",1.0,1.0
"corba_????",1.0,1.0
"country",1.0,1.0
"country_intervju",1.0,1.0
"crkva",1.0,2.0
"crkva_država",1.0,1.0
"crkva_intervju",1.0,1.0
"crkve",1.0,1.0
"crkve_ne?e",1.0,1.0
"crkvi",1.0,1.0
"crkvi_žele",1.0,1.0
"crkvu",1.0,1.0
"crkvu_balkan",1.0,1.0
"crna",1.0,3.0
"crna_gora",1.0,3.0
"crne",1.0,1.0
"crne_gore",1.0,1.0
"crni",1.0,3.0
"crni_biseri",1.0,3.0
"crnih",1.0,1.0
"crnih_fondova",1.0,1.0
"crno",1.0,1.0
"crno_plemstvo",1.0,1.0
"crnogorsku",1.0,1.0
"crnogorsku_mafiju",1.0,1.0
"crnoj",1.0,2.0
"crnoj_gori",1.0,2.0
"crnom",1.0,1.0
"crnom_natasa",1.0,1.0
"crnu",1.0,3.0
"crnu_goru",1.0,3.0
"crvena",1.0,6.0
"crvena_zvezda",1.0,6.0
"cutis",1.0,1.0
"cutis_srbijo",1.0,1.0
"cuvati",1.0,1.0
"cuvati_intervju",1.0,1.0
"cvijanovic",1.0,1.0
"cvijanovic_?????",1.0,1.0
"cvijanovi?",1.0,2.0
"cvijanovi?_sad",1.0,1.0
"cvijanovi?_zeljko",1.0,1.0
"da_ameri?ki",1.0,1.0
"da_bi",1.0,5.0
"da_bojkotuje",1.0,1.0
"da_branimo",1.0,1.0
"da_bude",1.0,6.0
"da_budem",1.0,2.0
"da_budemo",1.0,1.0
"da_budu",1.0,1.0
"da_daju",1.0,1.0
"da_donesu",1.0,1.0
"da_dozvoli",1.0,1.0
"da_do?ekamo",1.0,1.0
"da_do?e",1.0,2.0
"da_falsifikuju",1.0,1.0
"da_gubi",1.0,1.0
"da_ih",1.0,1.0
"da_imaju",1.0,1.0
"da_iza",1.0,1.0
"da_iza?e",1.0,1.0
"da_iza?emo",1.0,1.0
"da_izle?im",1.0,1.0
"da_je",1.0,4.0
"da_jedan",1.0,1.0
"da_kontroliše",1.0,1.0
"da_me",1.0,4.0
"da_mi",1.0,1.0
"da_mogu",1.0,1.0
"da_moj",1.0,1.0
"da_mozda",1.0,3.0
"da_možda",1.0,1.0
"da_nametnu",1.0,1.0
"da_napravim",1.0,1.0
"da_nas",1.0,3.0
"da_nastavimo",1.0,1.0
"da_na?em",1.0,1.0
"da_ne",1.0,1.0
"da_nestanemo",1.0,1.0
"da_obnovi",1.0,1.0
"da_odvede",1.0,1.0
"da_osvoji",1.0,1.0
"da_otcepi",1.0,1.0
"da_oteraju",1.0,1.0
"da_otkrijemo",1.0,1.0
"da_otmu",1.0,1.0
"da_ozbiljno",1.0,1.0
"da_padne",1.0,1.0
"da_pedofili",1.0,1.0
"da_pobedi",1.0,1.0
"da_pobedim",1.0,1.0
"da_pokaže",1.0,1.0
"da_pokažem",1.0,1.0
"da_pokore",1.0,1.0
"da_pokrade",1.0,1.0
"da_pomognem",1.0,2.0
"da_pomognu",1.0,1.0
"da_ponovo",1.0,1.0
"da_pose?uju",1.0,1.0
"da_potpiše",1.0,1.0
"da_potpuno",1.0,1.0
"da_prebrodim",1.0,1.0
"da_prizna",1.0,2.0
"da_pri?am",1.0,1.0
"da_probudim",1.0,1.0
"da_proglasi",1.0,1.0
"da_promene",1.0,1.0
"da_proteraju",1.0,1.0
"da_protestuju",1.0,1.0
"da_ratuju",1.0,1.0
"da_razbije",1.0,1.0
"da_sam",1.0,1.0
"da_sa?uva",1.0,1.0
"da_sa?uvaju",1.0,1.0
"da_sa?uvamo",1.0,1.0
"da_se",1.0,9.0
"da_shvati",1.0,1.0
"da_siluju",1.0,1.0
"da_slomi",1.0,1.0
"da_smo",1.0,1.0
"da_spre?imo",1.0,1.0
"da_sprži",1.0,1.0
"da_srbija",1.0,2.0
"da_srusi",1.0,2.0
"da_sruši",1.0,1.0
"da_srušimo",1.0,1.0
"da_stane",1.0,2.0
"da_stvara",1.0,1.0
"da_stvore",1.0,3.0
"da_su",1.0,1.0
"da_treniram",1.0,1.0
"da_trpi",1.0,6.0
"da_ubede",1.0,1.0
"da_ukažem",1.0,1.0
"da_unište",1.0,8.0
"da_uništi",1.0,3.0
"da_upoznam",1.0,1.0
"da_uspešni",1.0,1.0
"da_uspešno",1.0,1.0
"da_uti?u",1.0,1.0
"da_uvede",1.0,2.0
"da_u?e",1.0,1.0
"da_u?emo",1.0,2.0
"da_vakcinacija",1.0,1.0
"da_vanzemaljci",1.0,1.0
"da_ve?no",1.0,2.0
"da_vlada",1.0,3.0
"da_vladaju",1.0,1.0
"da_vrati",1.0,1.0
"da_zaboravi",1.0,1.0
"da_zaboravimo",1.0,3.0
"da_zapo?ne",1.0,1.0
"da_zaustavimo",1.0,1.0
"da_zbrišemo",1.0,1.0
"da_?e",1.0,3.0
"da_?utimo",1.0,1.0
"dacic",1.0,1.0
"dacic_branko",1.0,1.0
"daje",1.0,1.0
"daje_svoj",1.0,1.0
"daju",1.0,1.0
"daju_legitimitet",1.0,1.0
"dali",1.0,1.0
"dali_život",1.0,1.0
"dalje",1.0,1.0
"dalje_propada",1.0,1.0
"damir",1.0,9.0
"damir_kalember",1.0,1.0
"damir_niksic",1.0,6.0
"damir_nikši?",1.0,2.0
"damjanovic",1.0,57.0
"damjanovic_fond",1.0,7.0
"damjanovic_intervju",1.0,7.0
"damjanovic_istoricar",1.0,7.0
"damjanovic_ljudovanje",1.0,7.0
"damjanovic_najnovije",1.0,7.0
"damjanovic_radovan",1.0,7.0
"damjanovic_srpska",1.0,7.0
"damjanovic_srpski",1.0,7.0
"damjanovic_?????",1.0,1.0
"damjanovi?",1.0,16.0
"damjanovi?_hrvati",1.0,2.0
"damjanovi?_miljan",1.0,1.0
"damjanovi?_mladi",1.0,1.0
"damjanovi?_mnogima",1.0,1.0
"damjanovi?_naše",1.0,1.0
"damjanovi?_srbi",1.0,1.0
"damjanovi?_srpski",1.0,1.0
"damjanovi?_za",1.0,1.0
"damjanovi?_???????",1.0,7.0
"dana",1.0,2.0
"dana_grujicic",1.0,1.0
"dana_izaziva",1.0,1.0
"danas",1.0,8.0
"danas_balkan",1.0,1.0
"danas_dokumentarne",1.0,1.0
"danas_draza",1.0,2.0
"danas_nedeljnik",1.0,1.0
"danas_pun",1.0,1.0
"danas_vlada",1.0,1.0
"danas_vladaju",1.0,1.0
"današnji",1.0,1.0
"današnji_klinci",1.0,1.0
"danica",1.0,8.0
"danica_grujicic",1.0,6.0
"danica_gruji?i?",1.0,2.0
"danicic",1.0,1.0
"danicic_danilo",1.0,1.0
"danilo",1.0,11.0
"danilo_danicic",1.0,1.0
"danilo_dani?i?",1.0,2.0
"danilo_redzepovic",1.0,5.0
"danilo_redžepovi?",1.0,3.0
"dani?i?",1.0,2.0
"dani?i?_tajne",1.0,1.0
"dani?i?_??????",1.0,1.0
"dao_kosovo",1.0,1.0
"darko",1.0,27.0
"darko_asanin",1.0,1.0
"darko_saric",1.0,1.0
"darko_stosic",1.0,5.0
"darko_stoši?",1.0,2.0
"darko_trifunovic",1.0,12.0
"darko_trifunovi?",1.0,4.0
"darko_šari?",1.0,2.0
"daruje",1.0,1.0
"daruje_milinko",1.0,1.0
"davidovic",1.0,4.0
"davidovic_antonije",1.0,2.0
"davidovic_monah",1.0,2.0
"davidovi?",1.0,4.0
"davidovi?_monah",1.0,4.0
"davno",1.0,1.0
"davno_po?elo",1.0,1.0
"da?i?",1.0,1.0
"da?i?_ivica",1.0,1.0
"de_facto",1.0,1.0
"deca",1.0,1.0
"deca_radni?ke",1.0,1.0
"decenijama",1.0,1.0
"decenijama_balkan",1.0,1.0
"decu",1.0,5.0
"decu_balkan",1.0,2.0
"decu_i",1.0,1.0
"decu_sumanutim",1.0,1.0
"decu_širom",1.0,1.0
"dede",1.0,1.0
"dede_draže",1.0,1.0
"dedeic",1.0,7.0
"dedeic_andrija",1.0,1.0
"dedeic_dobrilo",1.0,1.0
"dedeic_intervju",1.0,1.0
"dedeic_milo",1.0,1.0
"dedeic_najnovije",1.0,1.0
"dedeic_politicka",1.0,1.0
"dedeic_srpska",1.0,1.0
"dedei?",1.0,2.0
"dedei?_dobrilo",1.0,1.0
"dedei?_politi?ka",1.0,1.0
"dejan",1.0,132.0
"dejan_andjus",1.0,14.0
"dejan_an?us",1.0,2.0
"dejan_beric",1.0,12.0
"dejan_beri?",1.0,2.0
"dejan_lucic",1.0,67.0
"dejan_lu?i?",1.0,17.0
"dejan_stojiljkovi?",1.0,2.0
"dejan_vujic",1.0,5.0
"dejan_vuji?",1.0,2.0
"dejan_zlatanovic",1.0,7.0
"dejan_zlatanovi?",1.0,2.0
"dekadencije",1.0,1.0
"dekadencije_balkan",1.0,1.0
"delic",1.0,4.0
"delic_kosovo",1.0,1.0
"delic_srpski",1.0,1.0
"delic_???????",1.0,2.0
"delije",1.0,1.0
"delije_crvena",1.0,1.0
"deli?",1.0,5.0
"deli?_bozidar",1.0,2.0
"deli?_intervju",1.0,1.0
"deli?_srpski",1.0,1.0
"deli?_šiptari",1.0,1.0
"della",1.0,1.0
"della_salute",1.0,1.0
"deluju",1.0,1.0
"deluju_kroz",1.0,1.0
"demagogija",1.0,1.0
"demagogija_balkan",1.0,1.0
"demistifikacija",1.0,1.0
"demokrate",1.0,2.0
"demokrate_crna",1.0,1.0
"demokrate_demokratska",1.0,1.0
"demokratska",1.0,12.0
"demokratska_crna",1.0,1.0
"demokratska_partija",1.0,2.0
"demokratska_stranka",1.0,9.0
"demokratski",1.0,5.0
"demokratski_front",1.0,5.0
"demonima",1.0,1.0
"demonima_žele",1.0,1.0
"demostat",1.0,1.0
"demostat_intervju",1.0,1.0
"den_braun",1.0,1.0
"deo_iste",1.0,1.0
"deo_naše",1.0,1.0
"deo_projekata",1.0,1.0
"deo_srbije",1.0,1.0
"deo_teritorije",1.0,1.0
"deretic",1.0,34.0
"deretic_balkan",1.0,4.0
"deretic_intervju",1.0,7.0
"deretic_jovan",1.0,9.0
"deretic_najnovije",1.0,4.0
"deretic_o",1.0,3.0
"deretic_zabranjena",1.0,7.0
"dereti?",1.0,8.0
"dereti?_cela",1.0,1.0
"dereti?_celokupna",1.0,1.0
"dereti?_jovan",1.0,4.0
"dereti?_srpskom",1.0,1.0
"dereti?_žele",1.0,1.0
"desiti",1.0,1.0
"desiti_sa",1.0,1.0
"devedesetih",1.0,2.0
"devedesetih_balkan",1.0,1.0
"devedesetih_je",1.0,1.0
"dešava",1.0,1.0
"dešava_na",1.0,1.0
"dick",1.0,2.0
"dick_dužna",1.0,1.0
"dick_mobi",1.0,1.0
"dijaloga",1.0,1.0
"dijaloga_je",1.0,1.0
"dijaspora",1.0,1.0
"dijaspora_dragan",1.0,1.0
"dijaspore",1.0,1.0
"dijaspore_mogu",1.0,1.0
"diktator",1.0,17.0
"diktator_andrej",1.0,3.0
"diktator_i",1.0,2.0
"diktator_intervju",1.0,2.0
"diktator_koga",1.0,1.0
"diktator_koji",1.0,3.0
"diktator_predrag",1.0,1.0
"diktator_u",1.0,2.0
"diktator_vucic",1.0,3.0
"diktatori",1.0,2.0
"diktatori_intervju",1.0,1.0
"diktatori_koji",1.0,1.0
"diktature",1.0,1.0
"diktature_balkan",1.0,1.0
"dileri",1.0,1.0
"dileri_droge",1.0,1.0
"diletant",1.0,1.0
"diletant_koji",1.0,1.0
"dimitrijevic",1.0,11.0
"dimitrijevic_intervju",1.0,1.0
"dimitrijevic_istoricar",1.0,1.0
"dimitrijevic_najnovije",1.0,1.0
"dimitrijevic_o",1.0,6.0
"dimitrijevic_?????",1.0,1.0
"dimitrijevic_????????",1.0,1.0
"dimitrijevi?",1.0,4.0
"dimitrijevi?_bojan",1.0,1.0
"dimitrijevi?_milan",1.0,1.0
"dimitrijevi?_vatikan",1.0,1.0
"dimitrijevi?_vladimir",1.0,1.0
"dimovic",1.0,2.0
"dimovic_????",1.0,2.0
"dimovi?",1.0,4.0
"dimovi?_beogradski",1.0,2.0
"dimovi?_svi",1.0,1.0
"dimovi?_vu?i?",1.0,1.0
"dincic",1.0,5.0
"dincic_balkan",1.0,1.0
"dincic_intervju",1.0,2.0
"dincic_sr?an",1.0,1.0
"dincic_vece",1.0,1.0
"dinic",1.0,1.0
"dinic_??????",1.0,1.0
"dini?",1.0,2.0
"dini?_tajne",1.0,1.0
"dini?_vladan",1.0,1.0
"dinkic",1.0,2.0
"dinkic_intervju",1.0,2.0
"din?i?",1.0,2.0
"din?i?_vu?i?",1.0,1.0
"din?i?_?????",1.0,1.0
"disciplina",1.0,1.0
"disciplina_balkan",1.0,1.0
"disidenta",1.0,4.0
"disidenta_skabo",1.0,2.0
"disidenta_??????????",1.0,2.0
"diskriminacija",1.0,1.0
"diskriminacija_zena",1.0,1.0
"division",1.0,1.0
"division_kosovo",1.0,1.0
"djakon",1.0,15.0
"djakon_nenad",1.0,15.0
"djeneral",1.0,3.0
"djeneral_draza",1.0,3.0
"djenic",1.0,6.0
"djenic_intervju",1.0,1.0
"djenic_najnovije",1.0,1.0
"djenic_revolucija",1.0,1.0
"djenic_skoj",1.0,1.0
"djenic_??????????",1.0,2.0
"djilas",1.0,1.0
"djilas_??????",1.0,1.0
"djindjic",1.0,7.0
"djindjic_atentat",1.0,1.0
"djindjic_boris",1.0,1.0
"djindjic_branislav",1.0,1.0
"djindjic_i",1.0,1.0
"djindjic_nije",1.0,1.0
"djindjic_stankovic",1.0,1.0
"djindjic_tre?i",1.0,1.0
"djindjica",1.0,4.0
"djindjica_intervju",1.0,1.0
"djindjica_nikola",1.0,1.0
"djindjica_treci",1.0,1.0
"djindjica_zemunski",1.0,1.0
"djindjicu",1.0,6.0
"djindjicu_duci",1.0,5.0
"djindjicu_intervju",1.0,1.0
"djokic",1.0,1.0
"djokic_peti",1.0,1.0
"djordje",1.0,38.0
"djordje_anicic",1.0,7.0
"djordje_bozovic",1.0,4.0
"djordje_visekruna",1.0,6.0
"djordje_vukadinovic",1.0,21.0
"djordjevic",1.0,13.0
"djordjevic_bora",1.0,1.0
"djordjevic_borko",1.0,2.0
"djordjevic_feminizam",1.0,1.0
"djordjevic_intervju",1.0,2.0
"djordjevic_mit",1.0,1.0
"djordjevic_najnovije",1.0,2.0
"djordjevic_plasticni",1.0,1.0
"djordjevic_tramp",1.0,1.0
"djordjevic_?????",1.0,1.0
"djordjevic_?????????",1.0,1.0
"djordjo",1.0,1.0
"djordjo_zujovic",1.0,1.0
"djorovic",1.0,7.0
"djorovic_balkan",1.0,1.0
"djorovic_biljana",1.0,1.0
"djorovic_intervju",1.0,1.0
"djorovic_najnovije",1.0,1.0
"djorovic_novo",1.0,1.0
"djorovic_snaga",1.0,1.0
"djorovic_??????",1.0,1.0
"djosan",1.0,5.0
"djosan_intervju",1.0,1.0
"djosan_kosare",1.0,1.0
"djosan_kosovo",1.0,1.0
"djosan_najnovije",1.0,1.0
"djosan_???????",1.0,1.0
"djukanovic",1.0,7.0
"djukanovic_demokratski",1.0,1.0
"djukanovic_dobrilo",1.0,1.0
"djukanovic_intervju",1.0,1.0
"djukanovic_nebojsa",1.0,2.0
"djukanovic_????????",1.0,1.0
"djukanovic_????",1.0,1.0
"djuricko",1.0,5.0
"djuricko_glumac",1.0,1.0
"djuricko_intervju",1.0,1.0
"djuricko_najnovije",1.0,1.0
"djuricko_nikola",1.0,1.0
"djuricko_vucic",1.0,1.0
"djurickovic",1.0,1.0
"djurickovic_giška",1.0,1.0
"djurkovic",1.0,6.0
"djurkovic_intervju",1.0,1.0
"djurkovic_kosare",1.0,1.0
"djurkovic_najnovije",1.0,1.0
"djurkovic_pukovnik",1.0,1.0
"djurkovic_????????",1.0,1.0
"djurkovic_???????",1.0,1.0
"djurovic",1.0,15.0
"djurovic_cirilica",1.0,1.0
"djurovic_goli",1.0,2.0
"djurovic_intervju",1.0,2.0
"djurovic_jugoslav",1.0,1.0
"djurovic_kosovo",1.0,1.0
"djurovic_maric",1.0,1.0
"djurovic_najnovije",1.0,1.0
"djurovic_slavko",1.0,1.0
"djurovic_vele",1.0,1.0
"djurovic_velizar",1.0,1.0
"djurovic_zasto",1.0,1.0
"djurovic_???????",1.0,1.0
"djurovic_??????",1.0,1.0
"dnevnjak",1.0,2.0
"dnevnjak_je",1.0,1.0
"dnevnjak_?????",1.0,1.0
"dno_balkan",1.0,1.0
"dnr_pavel",1.0,1.0
"dnr_zahar",1.0,1.0
"do_gra?anskog",1.0,1.0
"do_kada",1.0,1.0
"do_kraha",1.0,1.0
"do_kraja",1.0,3.0
"do_novih",1.0,1.0
"do_ogromnih",1.0,1.0
"do_tada",1.0,1.0
"dobijaju",1.0,1.0
"dobijaju_šansu",1.0,1.0
"dobre",1.0,1.0
"dobre_odnose",1.0,1.0
"dobri",1.0,1.0
"dobri_zakoni",1.0,1.0
"dobrilo",1.0,9.0
"dobrilo_dedeic",1.0,7.0
"dobrilo_dedei?",1.0,2.0
"dobrovoljac",1.0,1.0
"dobrovoljac_dejan",1.0,1.0
"dobrovoljce",1.0,1.0
"dobrovoljce_iz",1.0,1.0
"dobrovoljci",1.0,2.0
"dobrovoljci_dejan",1.0,1.0
"dobrovoljci_su",1.0,1.0
"docekaju",1.0,2.0
"docekaju_zimu",1.0,2.0
"dodik",1.0,1.0
"dodik_intervju",1.0,1.0
"dodika",1.0,3.0
"dodika_i",1.0,1.0
"dodika_opozicija",1.0,1.0
"dodika_srdja",1.0,1.0
"doga?aje",1.0,1.0
"doga?aje_balkan",1.0,1.0
"dogovor",1.0,1.0
"dogovor_balkan",1.0,1.0
"dogovoreni",1.0,3.0
"dogovoreni_rat",1.0,3.0
"dojcinovic",1.0,1.0
"dojcinovic_??????",1.0,1.0
"doj?inovi?",1.0,2.0
"doj?inovi?_darko",1.0,1.0
"doj?inovi?_stevan",1.0,1.0
"dok_fantomke",1.0,1.0
"dok_njegov",1.0,1.0
"dok_smo",1.0,1.0
"dokazivao",1.0,1.0
"dokazivao_pomogao",1.0,1.0
"dokazuje",1.0,1.0
"dokazuje_balkan",1.0,1.0
"doktori",1.0,2.0
"doktori_ubijaju",1.0,1.0
"doktori_znaju",1.0,1.0
"dokumentarne",1.0,55.0
"dokumentarne_emisije",1.0,55.0
"dolari",1.0,1.0
"dolari_bela",1.0,1.0
"dolaze",1.0,1.0
"dolaze_najteža",1.0,1.0
"domagoj",1.0,16.0
"domagoj_margetic",1.0,12.0
"domagoj_margeti?",1.0,4.0
"dominik",1.0,14.0
"dominik_jugoslav",1.0,14.0
"don_beogradskog",1.0,1.0
"don_zuan",1.0,1.0
"don_žuan",1.0,1.0
"donald",1.0,3.0
"donald_tramp",1.0,3.0
"doneo",1.0,1.0
"doneo_samo",1.0,1.0
"donesu",1.0,1.0
"donesu_promene",1.0,1.0
"donjeck",1.0,4.0
"donjeck_dejan",1.0,1.0
"donjeck_pavel",1.0,1.0
"donjeck_zahar",1.0,1.0
"donjeck_zak",1.0,1.0
"donjecka",1.0,3.0
"donjecka_narodna",1.0,3.0
"donjecku",1.0,1.0
"donjecku_balkan",1.0,1.0
"donosi",1.0,1.0
